Property_Code,Ref_Property_ID,Tenant_Code,Ext_Ref_Tenant_Id,Prospect_Code,Ref_Prospect_Id,Unit_Code,First_Name,Last_Name,Social_Security_Number,Move_In_Date,Move_Out_Date,Notice_Date,Lease_From_Date,Lease_To_Date,Lease_Sign_Date,Email,Phone_Number_1,Phone_Number_2,Phone_Number_3,Phone_Number_4,Status,General_Info_1,General_Info_2,General_Info_3,General_Info_4,General_Info_5,General_Info_6,General_Info_7,General_Info_8,General_Info_9,General_Info_10,General_Info_11,General_Info_12,General_Info_13,General_Info_14,Address1,Address2,City,State,Zipcode,Rent,Due_Day,Last_Month_Rent_Deposit,Paid_To_Date,Salutation,Renew_Date,Security_Deposit_0,Security_Deposit_1,Security_Deposit_2,Security_Deposit_3,Security_Deposit_4,Security_Deposit_5,Security_Deposit_6,Security_Deposit_7,Security_Deposit_8,Security_Deposit_9,Non_Sufficient_Fund_Count,Late_Fee_Count,Middle_Name,LateMin,LatePerDay,LateType,LateGrace,LatePercent,LateGrace2,LateAmount2,LatePercent2,LateAmountMax,LatePercentMax,LateDaysMax,LateTypeMax,LateType2,LateMinDueAmount,LeaseGrossSQFT,MovedOut,MaintenanceNotes,LeaseType,BillToCustomer,ExtraAddressLine,Gets1099,Payment_Type,Payable_Type,ACHOptOut,MTM,LeaseTerm,NoticeType,Affordable_Type,Ref_Unit_Id,RGI_Type
4440s001,,t0000005,,,,E-0101,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,Shaun.Gillen@Yardi.Com,7920547286,,,,0,,,,,,,,,,,,,,,Avebury House,201-209 Avebury Boulevard,Milton Keynes,,MK9 1AX,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000174,,,,E-0101,,Legal Entity,,,,,12/31/1899,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000175,,,,E-0101,,Lendlease (Elephant & Castle) Retail Limited,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000185,,,,E-0101,,London and Quadrant Housing Trust,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000011,,,,E-0101,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000014,,,,E-0101,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000006,,,,E-0102,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000007,,,,E-0103,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000009,,,,E-0104,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000010,,,,E-0105,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000012,,,,E-0201,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000013,,,,E-0202,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000015,,,,E-0203,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000016,,,,E-0204,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000017,,,,E-0205,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000018,,,,E-0301,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000019,,,,E-0302,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000020,,,,E-0303,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000021,,,,E-0304,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000022,,,,E-0305,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000023,,,,E-0401,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000024,,,,E-0402,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000025,,,,E-0403,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000026,,,,E-0404,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000027,,,,E-0405,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000028,,,,E-0501,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000029,,,,E-0502,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000030,,,,E-0503,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000031,,,,E-0504,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000032,,,,E-0505,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000033,,,,E-0601,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000034,,,,E-0602,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000035,,,,E-0603,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000036,,,,E-0604,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000037,,,,E-0605,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000038,,,,E-0701,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000039,,,,E-0702,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000040,,,,E-0703,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000041,,,,E-0704,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000042,,,,E-0705,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000043,,,,E-0801,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000044,,,,E-0802,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000045,,,,E-0803,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000046,,,,E-0804,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000047,,,,E-0901,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000048,,,,E-0902,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000049,,,,E-0903,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000050,,,,E-0904,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000051,,,,F-0101,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000052,,,,F-0102,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000053,,,,F-0103,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000054,,,,F-0104,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000055,,,,F-0105,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000056,,,,F-0106,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000057,,,,F-0107,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000058,,,,F-0201,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
4440s001,,t0000059,,,,F-0202,,London and Quadrant Housing Trust,,1/1/2018,,,1/1/2018,12/31/2267,,scinvoices@lqgroup.org.uk,,,,,0,,,,,,,,,,,,,,,Cray House,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,,0,,0,,,0,0,0,,0,0,,0,0,0,0,,,,,,0
